filename,Ca,K,Mn,N,P,S,Zn
Healthy_6c8c4568-cedf-4f9a-8441-54fef4ea301a___JR_HL-8148_newPixel25_JPG.rf.c67c9a83777ae4fc87643a6de8ea9825.jpg,0,0,0,0,0,0,0
Ca_K_Mn_P_380d0458-2f1e-432c-8adf-614143cba968___JR_B-Spot-8980_flipTB_JPG.rf.2484dcbb15d7961ae16d05d284d245d9.jpg,1,1,1,0,1,0,0
K_Mn_b98b517c-c70a-4299-ba3d-857cd61ec4bf___JR_B-Spot-9047_180deg_JPG.rf.14f84697827a739b6b3508761328f946.jpg,0,1,1,0,0,0,0
Healthy_6bdaca26-3c7d-48ea-87d1-2b99b9736f1b___JR_HL-5997_flipTB_JPG.rf.5ed4f18bbe8a9cf7629d6eb38976589c.jpg,0,0,0,0,0,0,0
Healthy_39dc2c23-1b45-427f-8ad1-0ff66ae887b9___JR_HL-7559_JPG.rf.f2864db03b497493d76fc7ec88854832.jpg,0,0,0,0,0,0,0
Healthy_c488f861-d42c-4527-846d-1e352fbd72a3___JR_HL-5895_JPG.rf.4fdfd94fc26de6eba7387337750beaf6.jpg,0,0,0,0,0,0,0
K_P_ab10eb3c-cf6e-49bf-a220-2a7d3ffdb717___NREC_B-Spot-1961_JPG.rf.37e80ab58923a2b82ef3881c22b53119.jpg,0,1,0,0,1,0,0
Ca_K_Mn_P_fe0f9f93-fb79-45fa-a195-6b85141ad2aa___NREC_B-Spot-9227_180deg_JPG.rf.393908ac586a1a8b086a37e6b4aca482.jpg,1,1,1,0,1,0,0
Mn_796c804e-6764-4497-8ded-dc7ac3f0112c___JR_B-Spot-9007_JPG.rf.2b1c0f70db77b435073e68808c8231cf.jpg,0,0,1,0,0,0,0
Healthy_f4b1affb-3b72-44b5-890c-e7d45ab612b3___JR_HL-8825_JPG.rf.2556dbbd6d1843fedeafb039d059a55b.jpg,0,0,0,0,0,0,0
Healthy_2bd72641-4eea-4cf4-99b4-37815f06f096___JR_HL-5984_newPixel25_JPG.rf.e899a40e88bddfc186779bfdf35aad59.jpg,0,0,0,0,0,0,0
Mn_P_b1739803-02e8-4974-b230-37923c2010cc___NREC_B-Spot-1921_180deg_JPG.rf.4c84faff169c6aab732ad66de31a6526.jpg,0,0,1,0,1,0,0
Mn_P_8429c476-0b37-4e58-b614-c3fc59f4cd0c___NREC_B-Spot-9089_JPG.rf.f0a31340f169f67115d3b82e3459744c.jpg,0,0,1,0,1,0,0
K_b69df6fa-dc49-41e4-9efa-ee313efeb190___JR_B-Spot-3297_180deg_JPG.rf.eb60282f3e678253262588812cf6138a.jpg,0,1,0,0,0,0,0
Healthy_4f975b18-03dc-444d-a1fd-67a4fe0143a6___JR_HL-5944_new30degFlipLR_JPG.rf.35b1a28fa443fb2c20b5b575842d85ae.jpg,0,0,0,0,0,0,0
Healthy_fb916ecd-183f-4caa-8daf-fb9d83f43e88___JR_HL-7972_JPG.rf.3ab0382a7918aa5ff82e1a4c5160a104.jpg,0,0,0,0,0,0,0
Healthy_4a014d71-25aa-47f4-b7cf-37dfd777b246___JR_HL-8433_newPixel25_JPG.rf.8eaf926327a0b1ce3610a432610385f2.jpg,0,0,0,0,0,0,0
Healthy_f4accacc-f839-4bc4-b365-4a021c00c944___JR_HL-8833_JPG.rf.5284eb257ada75bc3769ec25df5b70f1.jpg,0,0,0,0,0,0,0
Healthy_5dd09f16-7e45-45ed-804f-236f210c3e60___JR_HL-8289_JPG.rf.2deb6f9d9f264d1c00569607a973fc73.jpg,0,0,0,0,0,0,0
Healthy_5da604ea-a5d3-48d3-a182-0f6fc7919e64___JR_HL-8106_JPG.rf.d48b210fbd3c16edf6886eddf4b323d1.jpg,0,0,0,0,0,0,0
Healthy_1b4b5b1f-9390-46c5-908a-d53b93059f5d___JR_HL-8379_new30degFlipLR_JPG.rf.082a8b07d3e786367ff352eb29566de9.jpg,0,0,0,0,0,0,0
Healthy_4b7612c8-8f1c-4cdf-a4bb-2a9d266daa91___JR_HL-8852_newPixel25_JPG.rf.9b642443d8999ac2570118159be1960a.jpg,0,0,0,0,0,0,0
Mn_P_d8f2cdbc-8c31-40e9-af5e-a2a2176da4fb___NREC_B-Spot-1949_JPG.rf.10cd503763726bd7f99dcd9a30c65cf3.jpg,0,0,1,0,1,0,0
Healthy_0ade14b6-8937-43ea-93eb-98343af6bae7___JR_HL-8026_new30degFlipLR_JPG.rf.043fadd4879f00e69937aabe2d8ca7b4.jpg,0,0,0,0,0,0,0
Healthy_4a32a3e1-2c33-4f60-9813-e29ecfd3c546___JR_HL-8650_new30degFlipLR_JPG.rf.15aa7bb188e852077cc5f7cc1b415d2e.jpg,0,0,0,0,0,0,0
Healthy_8fc82b12-a4a6-4baa-8ba9-76db09c2915f___JR_HL-7876_JPG.rf.a2b984189bc9984f04761f140da651cd.jpg,0,0,0,0,0,0,0
Healthy_1b2c7e1e-2f0a-4e74-9932-d26118020ffc___JR_HL-8590_flipTB_JPG.rf.4fabe3ebe85254887f1adf4ca0796743.jpg,0,0,0,0,0,0,0
Mn_a3364e6c-34f8-4bcd-a9bf-c5644b89a60e___JR_B-Spot-8886_180deg_JPG.rf.0ace2b35575ad6242c685079fe404962.jpg,0,0,1,0,0,0,0
Healthy_1ed45244-4767-4607-a59e-61342e8f4750___JR_HL-8601_newPixel25_JPG.rf.d45c6f7e51575649fbc164437d57d937.jpg,0,0,0,0,0,0,0
Ca_K_Mn_S_5979f1be-c7a6-47c5-b438-60c3eab4218e___JR_B-Spot-9093_180deg_JPG.rf.b681a9ba79bc84fc7eb79e313a379afa.jpg,1,1,1,0,0,1,0
Healthy_2c8dc060-822b-4027-afb0-ed2284ff471b___JR_HL-8800_JPG.rf.f122ee6207b6b9f4e15a4da545605d48.jpg,0,0,0,0,0,0,0
Healthy_be34960a-dd60-446d-80bd-7a01ba58baae___JR_HL-5820_JPG.rf.8e4b9f1056d0eda12aa067cb915afcb0.jpg,0,0,0,0,0,0,0
Mn_d7010297-6cb4-435d-ad31-12758c1520c8___JR_B-Spot-8940_180deg_JPG.rf.83c5c82e2585d388d4d4a86885b967aa.jpg,0,0,1,0,0,0,0
Healthy_4d420109-050f-4d2a-a0c6-8f2bec2fe381___JR_HL-5951_180deg_JPG.rf.196adc5628251c3d26c4672251e1eb15.jpg,0,0,0,0,0,0,0
K_Mn_e40b2cd1-ef48-4cf7-b69a-8aedf75065fd___NREC_B-Spot-9050_flipTB_JPG.rf.e2a76aabe802bd578f1ae5dcd7c53d85.jpg,0,1,1,0,0,0,0
Healthy_ed86e92d-91d6-4378-8759-9028e0ae6b23___JR_HL-8847_JPG.rf.87bc2007f779c89588f3e33f7ff894a4.jpg,0,0,0,0,0,0,0
K_Mn_Zn_7081e6ab-4d18-4b97-9cf5-86c6adaa4715___JR_B-Spot-3189_180deg_JPG.rf.75426d4a5905e29f2172119f0a49e281.jpg,0,1,1,0,0,0,1
Healthy_f17e7ab8-61bb-452b-9e15-5113e2792f78___JR_HL-8442_JPG.rf.faeffaeb7ba9fe54ea465bcff52677c6.jpg,0,0,0,0,0,0,0
K_Mn_505ac655-cca9-479c-8a2f-35a01b9030cf___JR_B-Spot-8836_flipTB_JPG.rf.e09214e246aa4cd7909e160d2bbc9b73.jpg,0,1,1,0,0,0,0
K_Mn_P_697e19e9-b11b-4bc8-884b-e25d432b90f6___NREC_B-Spot-9206_JPG.rf.97f7c23ed10f343e8994e6082ceab83a.jpg,0,1,1,0,1,0,0
Healthy_1dcc5be2-abd6-4fb3-8e75-d75b7a123e45___JR_HL-8763_new30degFlipLR_JPG.rf.4cbfe66771fd48e369976322c0af095c.jpg,0,0,0,0,0,0,0
K_Mn_5373b361-a0ee-477a-b8e9-f889d062ac1c___JR_B-Spot-3209_JPG.rf.6d6a96cf5288ba467d230206dee72330.jpg,0,1,1,0,0,0,0
Mn_P_785a6edb-1d68-4fce-aa9f-2c8dbed92044___NREC_B-Spot-1822_JPG.rf.abd46c738f2d2cd00b5e0d89d8e72a3b.jpg,0,0,1,0,1,0,0
Healthy_0e043e9a-7652-4e7a-aef1-0caa0c085f55___JR_HL-8479_new30degFlipLR_JPG.rf.37f4f1f2bb05ec7487e25e3363ddc393.jpg,0,0,0,0,0,0,0
Mn_P_3233e1db-99e9-4107-8711-c8b28a8bfda1___JR_B-Spot-3165_JPG.rf.094b1fb17a2e2e8d8473d579a14759d1.jpg,0,0,1,0,1,0,0
Healthy_2fa76dae-f2a2-4527-b7c7-3c6f5b74a8e7___JR_HL-8114_newPixel25_JPG.rf.2a43e9a8be60fa44952a69294f26b8bb.jpg,0,0,0,0,0,0,0
Mn_c91abd9b-94e4-401a-893d-a93956048f54___JR_B-Spot-3124_180deg_JPG.rf.6f7ed3a0a53a4e75363d176da1b0b212.jpg,0,0,1,0,0,0,0
Healthy_2b4a81ee-5ce9-497d-93b4-5804aad10c1c___JR_HL-7782_flipTB_JPG.rf.1d5d687c595cf157935cb53242693fae.jpg,0,0,0,0,0,0,0
Healthy_2e28e6a0-2e0b-4284-a9f5-74e5dfac142d___JR_HL-8451_180deg_JPG.rf.8b87c4ab33822cac109c3076e560c0de.jpg,0,0,0,0,0,0,0
Mn_P_9184edd2-6056-4da1-aaeb-bc9dc92d5247___NREC_B-Spot-9155_JPG.rf.91b1b740afdf66f2c6800f0fc7d1e595.jpg,0,0,1,0,1,0,0
Mn_P_d3522fcb-a325-48b2-8b37-881a56e190e4___NREC_B-Spot-9047_JPG.rf.92c8bfeeb5b7b7a51f982ff87d13e85c.jpg,0,0,1,0,1,0,0
Healthy_2f9b8f31-1d11-4559-9899-cfe9f92bcc2c___JR_HL-8406_JPG.rf.af785fe81c0eb4dbbaa6d42bc8ed9c52.jpg,0,0,0,0,0,0,0
Mn_8e0378a5-e4c7-406a-bc7d-b3844a7b8811___JR_B-Spot-8868_JPG.rf.5437d35c5a3ed18732fd2103edddfdf9.jpg,0,0,1,0,0,0,0
Mn_P_642a8e92-aaea-4f20-8b59-29b541cb2611___NREC_B-Spot-9183_flipTB_JPG.rf.a5db415da6fed1b049fc97110b0acf39.jpg,0,0,1,0,1,0,0
Mn_c5a3ed0e-ea2d-499a-a78c-53cc073cbc9e___JR_B-Spot-3241_180deg_JPG.rf.d14cb0154415227a2a861aeda969f750.jpg,0,0,1,0,0,0,0
Healthy_fea2ddd5-6359-470f-a885-a38bd304562e___JR_HL-5859_JPG.rf.445c6379a89d0ce190369e35cb0f7d11.jpg,0,0,0,0,0,0,0
K_Mn_P_7fb9aaff-6871-44f7-8957-e0c05fee5e2d___NREC_B-Spot-9140_JPG.rf.656287f234a008b076959ffcc832e9f9.jpg,0,1,1,0,1,0,0
Healthy_933e660d-55cf-4383-992d-48612e53bbd8___JR_HL-7624_JPG.rf.6f803f2e9a68bf69288a5fe7bd4e9a33.jpg,0,0,0,0,0,0,0
Healthy_1dab0ba9-9982-46ec-9ef6-70a1698baf04___JR_HL-8690_180deg_JPG.rf.8407e4eac00758f7c36400f230165813.jpg,0,0,0,0,0,0,0
Mn_P_34b6c910-b4aa-416b-a89d-98f63be5055c___NREC_B-Spot-9201_JPG.rf.e4f8b96719dc7bbc2795ddac66479ee0.jpg,0,0,1,0,1,0,0
Mn_b6d35d21-4812-4e32-ab9a-b6ddda8cbb79___JR_B-Spot-8972_180deg_JPG.rf.2a703e32046392aee4191fdd3ee11f41.jpg,0,0,1,0,0,0,0
Mn_P_921dfe0f-cf58-4d48-a9c0-33eff76b7191___NREC_B-Spot-9100_180deg_JPG.rf.d58df1263e8f85e8c8f157a2e5a4be19.jpg,0,0,1,0,1,0,0
Healthy_2b19425c-51fd-498a-ad3d-d8875bd29923___JR_HL-8099_new30degFlipLR_JPG.rf.c93a85e3103d7cecbbc95faa83889eb6.jpg,0,0,0,0,0,0,0
Mn_6103f8b9-13cd-4a76-a501-33ebe9d24427___JR_B-Spot-8936_flipTB_JPG.rf.f4874005e1070f223e00b7b8c453366d.jpg,0,0,1,0,0,0,0
Ca_Mn_S_78bed62c-8645-4956-a9c0-c6709e254a43___JR_B-Spot-3099_JPG.rf.f4d91eaf8b0df4f6fe439072fa1fc047.jpg,1,0,1,0,0,1,0
Healthy_105c1a83-1454-4b75-a174-4fa8443ff97f___JR_HL-8844_JPG.rf.929153860d74d22c838722917060cbc1.jpg,0,0,0,0,0,0,0
Healthy_5b0924fb-73aa-4a83-b79c-cfbf60490e85___JR_HL-8010_JPG.rf.2cf9368aef2a2c03ed7d19500e356b1e.jpg,0,0,0,0,0,0,0
Healthy_d4b0bcdd-7d56-4a4c-99f1-a4383bdda089___JR_HL-7557_JPG.rf.5f5ae2a8bc457ab78034131c1b03e976.jpg,0,0,0,0,0,0,0
K_Mn_b8b69a41-e188-4c81-9724-2664ee8027c5___JR_B-Spot-8954_flipTB_JPG.rf.ab0b4fa94341f6240c5b7dcea209fd65.jpg,0,1,1,0,0,0,0
K_P_cafa778c-9b8b-45e7-8ffe-bc6fb3eec439___NREC_B-Spot-1923_flipTB_JPG.rf.14b63f94ce1f4329b84b2e6addbc47b2.jpg,0,1,0,0,1,0,0
Healthy_0e526c7b-72ee-4547-916b-5cba013097b6___JR_HL-7735_new30degFlipLR_JPG.rf.616089a3744e6068715b7282238a61b1.jpg,0,0,0,0,0,0,0
Mn_831d19a0-117e-477c-9301-d9279edd1c5d___JR_B-Spot-3343_flipTB_JPG.rf.b7417a59de00e01b42892ef9c2d8d154.jpg,0,0,1,0,0,0,0
Healthy_6d4e398b-a925-4397-9f38-39efef5a2916___JR_HL-8240_flipTB_JPG.rf.d77d9c33343732051cd61b318727f8c1.jpg,0,0,0,0,0,0,0
K_Mn_P_b766708d-5d33-4034-afc8-fbf9ffece733___JR_B-Spot-9037_flipTB_JPG.rf.ad42e19e30e7506e440c258f1d5d5d13.jpg,0,1,1,0,1,0,0
Healthy_e6e6e606-abe8-40b0-b57a-fa5b5ce969b0___JR_HL-7835_JPG.rf.8d838fc480048e0f3a20f77b06a26c24.jpg,0,0,0,0,0,0,0
Healthy_a5b86c20-323a-42b3-8b1b-60fe21f844b3___JR_HL-8476_JPG.rf.a343aa3394e51253c4896daa2e2ad033.jpg,0,0,0,0,0,0,0
Mn_P_a6ca6ad0-b6d5-45b6-977a-243c5d5e7404___JR_B-Spot-3366_180deg_JPG.rf.f58d77530c3d981debbaf265706977ff.jpg,0,0,1,0,1,0,0
Mn_P_aad5f483-16a2-4208-ab0b-00bd4df4a03b___JR_B-Spot-3326_flipTB_JPG.rf.fbf525cc3851489d6447b336fdf6f89d.jpg,0,0,1,0,1,0,0
Healthy_cfdcaf03-185a-4d36-9bd6-3256171b7c75___JR_HL-7667_JPG.rf.6ddc0219f5f3d0227ba548e112120f39.jpg,0,0,0,0,0,0,0
Mn_P_5d464619-91ea-4a7e-b992-622b478c92b9___JR_B-Spot-3346_JPG.rf.84278e12f640c558c915a23a07e24a51.jpg,0,0,1,0,1,0,0
K_Mn_P_642a8e92-aaea-4f20-8b59-29b541cb2611___NREC_B-Spot-9183_JPG.rf.7677afcdc08427a9c1566270a575937e.jpg,0,1,1,0,1,0,0
Healthy_7dbe2d75-e326-40fb-a754-0e04ba468883___JR_HL-8320_JPG.rf.7000695a2e7f3de77ea49ef3c5aa2caa.jpg,0,0,0,0,0,0,0
Healthy_1179e122-90ec-4849-aa86-3b8610bf7961___JR_HL-8581_JPG.rf.57830702bbbb2dc661b4215f9a11bc87.jpg,0,0,0,0,0,0,0
P_3dcf00d5-a9c0-4920-8767-2355f3f85bc4___NREC_B-Spot-9218_JPG.rf.5f1feabd727d1abf1e2bbb5c18b82ea0.jpg,0,0,0,0,1,0,0
K_Mn_P_b3f86927-5a59-4e12-a6c5-06e82d45388d___NREC_B-Spot-9234_JPG.rf.418aa2b20a9660fbfbb72fef524fbcb1.jpg,0,1,1,0,1,0,0
Healthy_6f7d1500-e5d4-4aa0-b066-6a7423e8e289___JR_HL-5816_JPG.rf.d4c79a8e091f852b4e1ed4b36732f43f.jpg,0,0,0,0,0,0,0
Healthy_65b2d5c2-a737-43cf-b83f-dfa749c1d143___JR_HL-5862_JPG.rf.4d54f8f5997c630f9ea7581405e82292.jpg,0,0,0,0,0,0,0
K_Mn_a020fc8f-13d9-47d9-9a06-cf5dcf87c2c3___JR_B-Spot-8896_JPG.rf.bd8575ad0a71c70df1d22c34b5afa81f.jpg,0,1,1,0,0,0,0
Mn_P_692729b9-8d2b-49a7-ac16-ce892964d91b___JR_B-Spot-3140_JPG.rf.b36066f12f9e494d6f83e72d1158c6fe.jpg,0,0,1,0,1,0,0
K_Mn_5d17a185-67fe-465f-81b9-35d936f24f99___JR_B-Spot-3181_JPG.rf.c407cc1080038635249427270af164d2.jpg,0,1,1,0,0,0,0
Healthy_a88c2d89-062f-45bb-9388-4cea9920132b___JR_HL-7939_JPG.rf.01f855fbb154ddd4a23de5258ff22c40.jpg,0,0,0,0,0,0,0
Healthy_e2a0eacf-17a9-4bab-8d4d-fc0f3d1f6e87___JR_HL-8179_JPG.rf.ce52c70f63395e6f31fb1854e4a05f90.jpg,0,0,0,0,0,0,0
S_ff7d08df-7fca-4a2e-a2f4-b196a19e6442___JR_B-Spot-3237_flipTB_JPG.rf.8106067fd267aa306bedc7bf8e3e8671.jpg,0,0,0,0,0,1,0
Healthy_5da604ea-a5d3-48d3-a182-0f6fc7919e64___JR_HL-8106_newPixel25_JPG.rf.4f5420b9bd4f5add1ebfa1937436673e.jpg,0,0,0,0,0,0,0
Healthy_b1760f24-1c79-4fe6-a26b-b9f5ba7aa1fc___JR_HL-7684_JPG.rf.c1db9079481429ae11253ebf7e8e2fae.jpg,0,0,0,0,0,0,0
Healthy_3acd00fb-4abe-4762-8a73-07c909a5883d___JR_HL-7736_flipTB_JPG.rf.10e94bef76e18156f3a933d815d5b282.jpg,0,0,0,0,0,0,0
Mn_94f00ecd-184d-40ee-a7e9-d6feb19402cb___JR_B-Spot-8957_flipTB_JPG.rf.11589b75b5b46c524e193ba5ed065839.jpg,0,0,1,0,0,0,0
K_Mn_P_c93e971c-7419-410e-8ea3-7094610d11e0___NREC_B-Spot-9081_flipTB_JPG.rf.a722f6412b85f3ca00ce549c440b74e9.jpg,0,1,1,0,1,0,0
Mn_P_a15291c3-e639-42d5-b22d-ed147c6453be___JR_B-Spot-3134_180deg_JPG.rf.5bb36cf933d3ecfc929edad1e9cfad93.jpg,0,0,1,0,1,0,0
Healthy_eb6f90f8-81d9-4bc0-852d-7777547fe3e7___JR_HL-8190_JPG.rf.68abf4cf800ceeb8b948054048435fd1.jpg,0,0,0,0,0,0,0
K_Mn_P_f76704b2-2ff0-4ef9-9f82-78ee5a5ad12c___NREC_B-Spot-1897_JPG.rf.48bca8b73deb119e4f8b9f6299ee5fbb.jpg,0,1,1,0,1,0,0
Healthy_9d85e353-73b4-4812-ac08-939be5d7b2c8___JR_HL-8851_JPG.rf.2abe48bfcb5b11575b65183cfe0d31e6.jpg,0,0,0,0,0,0,0
Healthy_0e69c47d-72c6-4fc6-9437-910c95b183dc___JR_HL-8113_JPG.rf.895c6679ced6d7f5e74016f3bfc6bc99.jpg,0,0,0,0,0,0,0
Healthy_883f2bb3-25d0-4c28-bcf0-f092fdcd4a0d___JR_HL-7685_JPG.rf.caa0082c3c31d72f67f78bac7b8d39c9.jpg,0,0,0,0,0,0,0
Mn_da3fdd83-69de-4688-8386-71e01138f324___JR_B-Spot-8994_flipTB_JPG.rf.d522cd294ef1a7918113f71af82aba38.jpg,0,0,1,0,0,0,0
Healthy_2f9b8f31-1d11-4559-9899-cfe9f92bcc2c___JR_HL-8406_flipTB_JPG.rf.2973f5c9807bb3a3d8c49d6c7db8caf0.jpg,0,0,0,0,0,0,0
K_P_a3736622-1bd1-4e57-8aa0-2b8ed898c2a4___NREC_B-Spot-9095_JPG.rf.b8821b949b653ae368cdcb907950d9bb.jpg,0,1,0,0,1,0,0
K_Mn_P_5577c999-dcb2-473a-8455-9972b4ff19ea___NREC_B-Spot-9205_180deg_JPG.rf.66d6ce15ba6ff392c2eac9d9c0a238f6.jpg,0,1,1,0,1,0,0
Healthy_9776ae4f-68a4-4353-8ca3-4a073aef9ec0___JR_HL-7753_JPG.rf.0b7a40d73eebccaaa812df74ee65f378.jpg,0,0,0,0,0,0,0
Healthy_8d9192a6-0211-4f07-8b51-5c99e7217f56___JR_HL-7944_JPG.rf.25fe4b17f3b8c51560b754173b500c77.jpg,0,0,0,0,0,0,0
Healthy_bc388512-fc59-4069-bae0-05faca671d1e___JR_HL-8362_JPG.rf.5801b6586e8b25926cc504102d6c7127.jpg,0,0,0,0,0,0,0
Healthy_994996ff-e8dc-4aa4-86e6-bb348e24a9f2___JR_HL-8004_JPG.rf.cdb7ffa811312f628d166ca97b7f34a2.jpg,0,0,0,0,0,0,0
Healthy_4e7f91aa-6db1-4363-afbc-5fcc88b42231___JR_HL-8284_JPG.rf.d698ea86efde876fbacff85adfabfb25.jpg,0,0,0,0,0,0,0
Healthy_6f684b6b-ffdd-4f97-9180-8870007e633e___JR_HL-5878_JPG.rf.d35cbd74b88163fb794d9f1f8213bf75.jpg,0,0,0,0,0,0,0
Mn_Zn_02baf62e-11e2-4dde-97fb-e369b57d55d3___JR_B-Spot-8971_JPG.rf.1b92a5f4812f12029f6148e049ebb11e.jpg,0,0,1,0,0,0,1
Healthy_4cff9a88-e36d-4c5a-aa11-9812ef5b063a___JR_HL-5940_JPG.rf.fbab081f24db84b467fbb2d983d84b06.jpg,0,0,0,0,0,0,0
Healthy_b81f901d-c870-43fd-b7c7-9b699d10d27e___JR_HL-8316_JPG.rf.cf72086bbf48154e26419fe6e827c188.jpg,0,0,0,0,0,0,0
Healthy_5e80e275-c382-422e-9fea-b27afe385d9e___JR_HL-8394_newPixel25_JPG.rf.4342faa3a5f0ab48be43056cfed94238.jpg,0,0,0,0,0,0,0
Healthy_858475a8-dc6d-432d-862a-1a982f482c8e___JR_HL-5912_JPG.rf.0622e3fc5bd231480f3423191c65216a.jpg,0,0,0,0,0,0,0
Mn_P_7972395e-d2f0-4cf8-a4b5-ac4ca91d4a6e___JR_B-Spot-9075_JPG.rf.e6180c523e724b45fbb0e1c886260451.jpg,0,0,1,0,1,0,0
Healthy_0e526c7b-72ee-4547-916b-5cba013097b6___JR_HL-7735_flipTB_JPG.rf.916fa173132815a9c2e30a67fa115e96.jpg,0,0,0,0,0,0,0
Healthy_7396426f-841d-48c1-ab42-7b2578d098ee___JR_HL-8271_JPG.rf.f1af3d5dcc6044172a673238153563d5.jpg,0,0,0,0,0,0,0
K_P_08485974-1e38-4e34-b296-fadd9cc26942___NREC_B-Spot-9193_180deg_JPG.rf.4d870578dbc1a11325b3d854264ef521.jpg,0,1,0,0,1,0,0
Healthy_96c6b91d-dbd3-4c64-8280-30e72cad1bff___JR_HL-8619_JPG.rf.f5050b314eddfbe9b83076699a253504.jpg,0,0,0,0,0,0,0
Healthy_5e80e275-c382-422e-9fea-b27afe385d9e___JR_HL-8394_newPixel25_JPG.rf.7f5a4f24d05418cf74421ef5b1976c0a.jpg,0,0,0,0,0,0,0
Mn_77a0bad6-8570-43a4-b521-306b2cb0739a___JR_B-Spot-8960_180deg_JPG.rf.0c6944b3fbb3d89a1285352e16f320b6.jpg,0,0,1,0,0,0,0
K_Mn_P_424602ec-36eb-425c-8bd9-73be3e544cf2___NREC_B-Spot-9251_JPG.rf.8d745f01294b4dfa1e36527f542ed5f1.jpg,0,1,1,0,1,0,0
Mn_P_080b107a-192f-40ce-8942-d8ccca8dfc52___NREC_B-Spot-1872_JPG.rf.c9a7b62a3ac7a595199fd26776b321a2.jpg,0,0,1,0,1,0,0
Healthy_b6aa418a-5f53-410a-9621-6c752fbb5317___JR_HL-7787_JPG.rf.ce3fe84b174c475ab38b0ffd62e80ecf.jpg,0,0,0,0,0,0,0
Healthy_56223cf2-b449-4088-afef-74476af7f93a___JR_HL-7604_JPG.rf.5d7ed553ab768dff066d6df4ca1ee824.jpg,0,0,0,0,0,0,0
Healthy_6d4e398b-a925-4397-9f38-39efef5a2916___JR_HL-8240_newPixel25_JPG.rf.3bf0b4be4cd144b9dce1966bea03874f.jpg,0,0,0,0,0,0,0
N_z7405998526567_6fea0c5223fc9682cb4007ba6189eef6_jpg.rf.a45a9638595b99334d1cda6bbb3fc963.jpg,0,0,0,1,0,0,0
Mn_P_42ef264d-f255-4674-885a-0921a0e7f649___JR_B-Spot-9022_JPG.rf.cff5071ad4d8ccd642b713736ab6c2b0.jpg,0,0,1,0,1,0,0
Healthy_030eee8e-5db2-4596-8ebc-6ab9b2fec504___JR_HL-5993_JPG.rf.c9aa3244892a2c57fc444ff63a15f277.jpg,0,0,0,0,0,0,0
Mn_P_4040f0a8-b1e5-47e9-b8ad-521818bf8c52___NREC_B-Spot-9202_JPG.rf.11c0824a52ba36bbcca0fe09ca548ccb.jpg,0,0,1,0,1,0,0
Healthy_ff276d07-04ef-4919-9762-a6548f8cf21c___JR_HL-7621_JPG.rf.fecdc1b066f9c6209abac33028a1991d.jpg,0,0,0,0,0,0,0
Healthy_5aab6778-8eb7-4397-8912-0ef8a54d8c01___JR_HL-8046_newPixel25_JPG.rf.159f542d6ebdbfd2f883160dde199cb4.jpg,0,0,0,0,0,0,0
Mn_S_4420dd15-6c5f-4631-b21e-7db8fa5bd405___JR_B-Spot-3290_180deg_JPG.rf.a6161001f5e3b6d32f5f8b622c457518.jpg,0,0,1,0,0,1,0
Healthy_a75f1c24-d102-4283-8033-dade69c87c04___JR_HL-5834_JPG.rf.87654a000b6ef059ef6b419a76006ef7.jpg,0,0,0,0,0,0,0
Mn_77a0bad6-8570-43a4-b521-306b2cb0739a___JR_B-Spot-8960_180deg_JPG.rf.053710ab2df35a18b2e24b16856f95fb.jpg,0,0,1,0,0,0,0
Healthy_a0140b14-8370-4c95-9195-cdb779122dd7___JR_HL-7580_JPG.rf.ef19c790a633595b0d1cc2d1b43f8826.jpg,0,0,0,0,0,0,0
Healthy_c37bde81-1157-4dd0-ae96-2b1073c8bcb8___JR_HL-8656_JPG.rf.2edae5f32009eac7651a828d20e46828.jpg,0,0,0,0,0,0,0
Ca_K_Mn_P_139a5c07-332c-4a2d-8bf2-bf33ce9184c6___NREC_B-Spot-1892_JPG.rf.303e012634c3c945f5d36b9d11f906e8.jpg,1,1,1,0,1,0,0
K_Mn_P_313665a9-0f55-4f00-9373-74bf7349e6a6___NREC_B-Spot-1982_flipTB_JPG.rf.662ce73d273a5d21c9c9bc0df0cdafea.jpg,0,1,1,0,1,0,0
Healthy_d212a7d8-8b14-4461-8cdd-d946cc366724___JR_HL-8360_JPG.rf.8a69ac3379c75ebc40213777ddd3f6a7.jpg,0,0,0,0,0,0,0
K_Mn_d9aa27e5-d9ea-4a43-80c5-add00101706f___JR_B-Spot-8893_flipTB_JPG.rf.db2041d82981566e3eddd33a087eed2a.jpg,0,1,1,0,0,0,0
Healthy_6f13ae9f-a9e0-46e3-8e5a-445c4f16898a___JR_HL-8283_JPG.rf.c50c64d27bb258749c86846a24067655.jpg,0,0,0,0,0,0,0
Healthy_4d5c943b-7c66-4f5d-85e3-d8e2f8c3e096___JR_HL-7727_flipTB_JPG.rf.a61a40ab2211f973a094ac9137994c46.jpg,0,0,0,0,0,0,0
Healthy_ed86e92d-91d6-4378-8759-9028e0ae6b23___JR_HL-8847_JPG.rf.a6872aaee0262f019922c37c79106cee.jpg,0,0,0,0,0,0,0
Mn_4495c311-4a29-4d3b-9805-e63ec24e805f___JR_B-Spot-9082_JPG.rf.04429aa54d0907715db4366059158196.jpg,0,0,1,0,0,0,0
Healthy_fb916ecd-183f-4caa-8daf-fb9d83f43e88___JR_HL-7972_JPG.rf.cb1277698bbfe384eec4198d0cc1b904.jpg,0,0,0,0,0,0,0
